customerID,gender,SeniorCitizen,Partner,Dependents,tenure
115,Female,0,Yes,Yes,64
116,Male,0,Yes,Yes,3
117,Female,0,No,No,36
118,Female,0,Yes,Yes,10
119,Female,0,No,No,41
120,Male,0,Yes,Yes,27
121,Female,0,Yes,Yes,56
122,Female,0,No,No,6
123,Male,0,No,No,3
124,Female,0,Yes,Yes,7
125,Female,0,Yes,Yes,4
126,Male,0,No,No,33
127,Female,1,No,No,27
128,Male,0,Yes,No,72
129,Male,0,No,No,1
130,Male,1,No,No,71
131,Female,0,No,No,13
132,Female,0,Yes,Yes,25
133,Male,0,No,No,67
134,Male,0,No,No,1
135,Male,0,No,No,2
136,Female,0,No,No,43
137,Female,0,No,No,23
138,Female,0,Yes,Yes,64
139,Male,0,No,Yes,57
140,Female,1,Yes,No,1
141,Female,1,Yes,Yes,72
142,Female,0,No,No,8
143,Female,0,Yes,No,61
144,Male,0,No,No,64
145,Male,1,Yes,No,71
146,Female,0,Yes,Yes,65
147,Male,0,No,No,3
148,Male,0,No,No,1
149,Male,0,No,Yes,30
150,Male,0,Yes,Yes,15
151,Female,0,Yes,Yes,8
152,Male,0,No,No,7
153,Female,0,Yes,Yes,70
154,Male,0,Yes,Yes,62
155,Female,0,Yes,Yes,6
156,Female,0,Yes,Yes,14
157,Female,0,No,No,22
158,Male,0,Yes,Yes,22
159,Male,0,Yes,Yes,16
160,Male,0,No,No,10
161,Female,0,No,Yes,13
162,Female,0,Yes,No,20
163,Female,0,No,No,2
164,Male,0,No,No,53
165,Female,0,Yes,Yes,11
166,Male,0,Yes,No,69
167,Female,0,No,No,4
168,Male,0,Yes,No,72
169,Male,1,Yes,No,58
170,Female,0,Yes,Yes,16
171,Male,0,Yes,No,43
172,Female,0,Yes,No,2
173,Male,0,Yes,No,14
174,Female,0,Yes,No,53
175,Female,0,No,No,32
176,Female,0,Yes,No,34
177,Female,1,No,No,15
178,Female,1,No,No,7
179,Female,0,Yes,Yes,15
180,Male,0,Yes,No,61
181,Female,0,No,No,1
182,Female,0,No,No,1
183,Male,0,No,No,8
184,Male,0,Yes,Yes,33
185,Female,0,No,No,13
186,Female,0,Yes,No,1
187,Male,0,No,No,20
188,Male,0,No,No,3
189,Female,0,No,No,13
190,Female,0,Yes,No,40
191,Male,0,Yes,Yes,43
192,Male,0,Yes,No,6
193,Female,0,Yes,Yes,69
194,Female,0,Yes,Yes,72
195,Male,0,Yes,Yes,59
196,Female,0,Yes,No,20
197,Male,0,Yes,Yes,24
198,Male,0,No,No,59
199,Male,0,Yes,Yes,72
200,Male,0,No,Yes,1
201,Female,0,Yes,No,27
202,Female,0,No,No,14
203,Male,0,Yes,Yes,71
204,Male,0,No,Yes,13
205,Male,0,No,No,44
206,Female,0,No,No,33
207,Male,0,Yes,Yes,72
208,Male,0,No,No,1
209,Female,0,No,No,19
210,Male,0,Yes,No,64
211,Male,0,No,No,2
212,Female,0,No,No,1
213,Male,0,No,Yes,61
214,Female,0,Yes,Yes,29
215,Male,1,Yes,No,23
216,Female,0,Yes,No,57
217,Male,0,Yes,Yes,72
218,Male,0,Yes,No,66
219,Male,0,Yes,Yes,65
220,Female,0,No,No,8
221,Female,0,No,No,4
222,Female,0,Yes,No,71
223,Male,0,Yes,Yes,1
224,Male,0,Yes,No,4
225,Female,0,No,No,12
226,Male,0,No,No,24
227,Female,0,Yes,Yes,31
228,Female,0,Yes,No,1
229,Male,0,No,No,30
230,Female,0,Yes,Yes,47
231,Male,0,No,No,54
232,Male,0,No,No,50
233,Male,0,No,No,1
234,Female,0,No,No,72
235,Female,0,No,No,29
236,Male,0,No,No,2
237,Female,0,No,No,10
238,Male,0,Yes,No,18
239,Female,1,No,No,11
240,Male,0,No,No,16
241,Female,0,No,No,72
242,Male,0,No,No,72
243,Female,0,Yes,Yes,41
244,Female,1,Yes,No,65
245,Female,1,No,No,13
246,Male,1,No,No,4
247,Male,0,No,No,41
248,Male,1,No,No,15
249,Male,0,No,No,1
250,Male,0,No,No,42
251,Female,0,Yes,No,51
252,Female,0,Yes,Yes,2
253,Male,1,Yes,No,1
254,Male,0,No,Yes,32
255,Male,0,No,No,10
256,Female,0,Yes,Yes,67
257,Female,0,Yes,Yes,61
258,Male,0,No,No,50
259,Female,0,Yes,No,2
260,Female,1,Yes,No,29
261,Male,1,No,No,3
262,Male,1,No,No,13
263,Male,1,Yes,No,57
264,Female,0,No,No,31
265,Female,0,Yes,No,45
266,Female,0,Yes,Yes,61
267,Male,0,No,No,50
268,Female,1,No,No,19
269,Male,0,No,No,59
270,Female,0,Yes,No,71
271,Female,1,No,No,16
272,Male,0,Yes,No,57
273,Male,0,No,No,1
274,Male,1,Yes,No,20
275,Male,0,No,No,1
276,Male,0,Yes,No,5
277,Female,0,Yes,No,52
278,Male,1,Yes,No,21
279,Male,0,No,No,14
280,Female,0,No,No,5
281,Female,0,No,No,6
282,Female,0,No,No,10
283,Female,0,No,Yes,1
284,Female,0,No,No,68
285,Male,0,Yes,Yes,18
286,Female,0,No,No,22
287,Female,0,No,No,20
288,Male,0,Yes,No,1
289,Male,1,No,No,8
290,Male,0,No,No,10
291,Male,1,No,No,24
292,Male,0,No,No,35
293,Male,0,Yes,Yes,23
294,Female,1,No,No,6
295,Female,0,No,No,12
296,Male,0,No,No,1
297,Female,0,Yes,Yes,71
298,Male,1,Yes,No,35
299,Male,0,Yes,Yes,40
300,Female,0,No,Yes,1
301,Male,0,No,No,23
302,Female,1,No,No,4
303,Male,0,No,No,4
304,Female,0,Yes,Yes,68
305,Male,0,No,Yes,38
306,Male,0,Yes,Yes,52
307,Male,1,Yes,No,32
308,Male,0,Yes,Yes,29
309,Male,1,Yes,Yes,38
310,Male,0,No,Yes,48
311,Female,0,No,No,1
312,Female,0,No,No,22
313,Female,0,No,No,43
314,Female,1,Yes,No,5
315,Male,0,No,No,5
316,Male,0,Yes,Yes,51
317,Male,0,No,No,71
318,Female,0,Yes,Yes,38
319,Male,1,Yes,No,24
320,Male,0,Yes,No,35
321,Female,1,No,No,54
322,Female,0,Yes,Yes,72
323,Male,0,No,No,1
324,Female,0,Yes,Yes,9
325,Male,0,No,No,69
326,Female,0,Yes,No,52
327,Female,1,Yes,No,11
328,Female,1,No,No,2
329,Female,1,Yes,Yes,28
330,Female,1,No,No,17
331,Female,0,Yes,Yes,35
332,Female,0,No,No,8
333,Male,0,No,No,46
334,Female,0,No,No,7
335,Female,0,No,No,2
336,Male,0,Yes,Yes,68
337,Female,0,No,No,43
338,Female,0,No,No,68
339,Female,0,No,No,36
340,Male,0,Yes,No,63
341,Female,1,No,No,32
342,Female,0,Yes,No,71
343,Female,0,Yes,Yes,66
344,Male,0,No,No,63
345,Female,0,No,Yes,41
346,Female,1,No,No,1
347,Female,0,No,No,2
348,Female,0,Yes,No,70
349,Female,0,No,No,23
350,Female,1,Yes,No,64
351,Male,0,Yes,Yes,37
352,Male,0,No,Yes,17
353,Female,1,No,No,7
354,Male,0,Yes,Yes,4
355,Female,1,No,No,21
356,Female,0,No,No,10
357,Female,1,No,No,16
358,Male,0,Yes,No,64
359,Male,1,Yes,No,27
360,Male,0,Yes,Yes,42
361,Male,0,No,Yes,5
362,Female,0,No,No,41
363,Male,0,Yes,No,58
364,Female,0,No,No,47
365,Male,0,No,No,18
366,Male,0,No,No,5
367,Male,0,Yes,No,23
368,Female,0,No,No,1
369,Male,0,Yes,No,71
370,Male,0,Yes,Yes,72
371,Male,0,Yes,Yes,33
372,Male,0,No,No,2
373,Male,0,No,Yes,24
374,Female,0,Yes,Yes,56
375,Male,0,No,No,37
376,Female,0,No,No,43
377,Male,0,No,No,1
378,Female,0,Yes,No,25
379,Female,0,No,No,61
380,Male,0,No,No,17
381,Female,0,Yes,No,41
382,Male,0,No,No,1
383,Male,1,Yes,Yes,72
384,Male,0,No,No,1
385,Male,0,No,No,48
386,Male,1,Yes,No,11
387,Female,1,Yes,No,55
388,Female,0,No,No,42
389,Male,0,No,No,44
390,Male,0,No,Yes,1
391,Female,0,No,No,27
392,Male,1,Yes,No,27
393,Female,1,No,No,2
394,Female,0,No,No,19
395,Female,1,Yes,No,42
396,Female,0,No,No,66
397,Male,1,Yes,No,33
398,Female,0,No,No,34
399,Male,1,No,No,33
400,Female,0,Yes,Yes,23
401,Female,0,No,No,32
402,Female,0,No,No,11
403,Male,0,Yes,Yes,69
404,Female,0,Yes,No,68
405,Male,0,No,No,20
406,Male,0,No,No,72
407,Male,0,Yes,Yes,60
408,Male,1,Yes,Yes,32
409,Female,0,No,No,1
410,Male,0,No,No,1
411,Male,1,No,No,3
412,Female,0,Yes,No,46
413,Female,0,Yes,No,29
414,Male,0,No,No,51
415,Female,1,Yes,No,48
416,Female,0,Yes,Yes,16
417,Male,0,Yes,No,70
418,Female,0,Yes,Yes,40
419,Female,0,Yes,Yes,22
420,Female,1,No,No,1
421,Female,0,Yes,Yes,5
422,Female,0,No,No,7
423,Male,0,No,Yes,29
424,Male,0,Yes,Yes,44
425,Female,0,No,No,10
426,Female,1,Yes,No,55
427,Male,1,Yes,No,52
428,Female,0,Yes,Yes,10
429,Male,0,No,No,18
430,Female,0,Yes,No,68
431,Female,0,Yes,Yes,61
432,Female,0,Yes,Yes,72
433,Male,0,No,No,2
434,Male,0,No,No,12
435,Male,0,Yes,No,41
436,Female,0,No,No,26
437,Male,0,Yes,No,36
438,Male,0,Yes,Yes,72
439,Male,0,Yes,No,35
440,Male,0,No,No,1
441,Female,0,Yes,Yes,16
442,Female,1,No,No,49
443,Female,0,Yes,No,54
444,Female,0,No,Yes,18
445,Female,0,Yes,No,36
446,Female,0,No,No,60
447,Female,0,No,No,1
448,Female,0,Yes,Yes,52
449,Male,0,Yes,Yes,8
450,Male,0,Yes,Yes,72
451,Female,0,No,No,64
452,Female,1,No,No,22
453,Male,0,Yes,No,60
454,Female,0,Yes,Yes,28
455,Female,0,Yes,No,61
456,Female,0,No,No,24
457,Male,0,Yes,Yes,28
458,Female,0,Yes,Yes,30
459,Male,0,Yes,No,2
460,Male,0,No,No,1
461,Male,0,No,Yes,6
462,Female,0,Yes,No,24
463,Male,0,Yes,Yes,4
464,Male,0,No,No,7
465,Male,1,Yes,No,72
466,Male,0,No,No,70
467,Male,1,Yes,No,64
468,Male,0,Yes,Yes,72
469,Female,0,No,Yes,44
470,Female,0,Yes,Yes,13
471,Female,1,No,No,17
472,Male,0,No,No,1
473,Male,0,Yes,No,9
474,Male,0,Yes,No,24
475,Female,0,Yes,Yes,1
476,Male,0,No,No,24
477,Male,1,Yes,Yes,35
478,Female,0,Yes,Yes,7
479,Male,0,No,No,5
480,Female,0,No,Yes,15
481,Male,0,Yes,Yes,11
482,Female,0,Yes,No,48
483,Female,1,No,No,20
484,Female,0,Yes,No,72
485,Female,0,Yes,Yes,8
486,Male,0,Yes,Yes,72
487,Female,0,No,No,15
488,Male,0,No,No,72
489,Female,0,Yes,Yes,0
490,Male,0,No,Yes,1
491,Male,0,Yes,Yes,63
492,Female,0,No,No,2
493,Female,0,Yes,No,2
494,Male,1,Yes,No,61
495,Male,0,No,No,1
496,Male,0,No,No,22
497,Male,0,Yes,No,28
498,Female,0,Yes,No,70
499,Female,1,No,No,5
500,Female,0,No,No,12
501,Male,0,No,No,34
502,Female,1,Yes,No,71
503,Female,0,Yes,Yes,70
504,Female,0,Yes,Yes,52
505,Male,0,No,Yes,69
506,Female,1,No,No,20
507,Male,0,No,Yes,11
508,Male,0,Yes,No,2
509,Female,0,Yes,Yes,6
510,Female,0,No,No,1
511,Male,1,Yes,Yes,20
512,Male,0,No,No,61
513,Female,1,Yes,No,5
514,Female,0,No,No,56
515,Male,0,No,No,30
516,Male,0,No,No,40
517,Female,0,No,No,28
518,Female,1,Yes,No,5
519,Female,1,Yes,No,27
520,Male,0,No,No,12
521,Male,0,Yes,Yes,67
522,Male,1,Yes,No,29
523,Male,0,Yes,Yes,55
524,Female,0,No,No,23
525,Male,0,Yes,No,34
526,Male,0,No,No,52
527,Male,1,Yes,Yes,72
528,Male,0,Yes,Yes,58
529,Male,0,Yes,Yes,35
530,Female,1,No,No,56
531,Female,0,Yes,Yes,24
532,Male,0,Yes,Yes,70
533,Male,0,No,No,2
534,Male,1,Yes,Yes,68
535,Female,0,No,No,1
536,Male,0,No,No,12
537,Female,0,Yes,No,63
538,Female,0,Yes,Yes,33
539,Female,0,Yes,No,69
540,Female,0,Yes,Yes,60
541,Female,0,Yes,Yes,72
542,Female,0,No,No,11
543,Female,0,No,No,1
544,Male,0,No,No,10
545,Male,0,No,No,13
546,Male,0,Yes,Yes,34
547,Male,0,Yes,Yes,39
548,Female,0,No,No,65
549,Male,1,Yes,No,50
550,Male,0,No,No,15
551,Male,0,Yes,Yes,72
552,Female,0,Yes,Yes,72
553,Male,0,Yes,Yes,55
554,Female,0,Yes,Yes,23
555,Male,0,No,No,32
556,Female,0,Yes,Yes,56
557,Female,0,No,No,1
558,Male,0,No,No,38
559,Male,0,No,No,11
560,Male,0,No,No,1
561,Male,0,Yes,No,56
562,Male,0,Yes,No,3
563,Male,0,Yes,Yes,7
564,Male,0,Yes,Yes,59
565,Male,0,No,No,7
566,Male,0,Yes,Yes,71
567,Male,0,Yes,Yes,15
568,Male,0,Yes,No,71
569,Female,0,No,No,35
570,Female,0,No,No,11
571,Female,0,Yes,Yes,60
572,Male,1,No,No,47
573,Female,0,No,No,11
574,Male,0,Yes,No,56
575,Female,1,Yes,No,28
576,Male,0,Yes,No,61
577,Male,0,Yes,Yes,31
578,Male,0,No,No,9
579,Male,1,Yes,No,35
580,Male,0,No,No,2
581,Female,0,Yes,Yes,12
582,Female,0,No,No,1
583,Female,1,No,No,4
584,Female,0,Yes,Yes,1
585,Female,0,No,No,3
586,Female,1,No,No,1
587,Male,0,No,No,52
588,Male,0,Yes,Yes,5
589,Male,0,Yes,No,72
590,Male,0,Yes,Yes,71
591,Male,0,Yes,No,72
592,Male,0,Yes,Yes,46
593,Male,0,Yes,Yes,63
594,Male,0,No,No,30
595,Male,0,No,No,1
596,Female,0,No,No,12
597,Male,0,No,No,16
598,Male,0,No,No,4
599,Male,0,Yes,No,51
600,Male,0,Yes,No,65
601,Male,0,No,No,16
602,Male,0,No,No,2
603,Female,0,Yes,Yes,66
604,Male,0,No,No,46
605,Female,0,No,No,32
606,Male,0,Yes,No,72
607,Male,0,Yes,Yes,38
608,Male,0,No,Yes,51
609,Male,0,Yes,Yes,72
610,Female,1,Yes,No,65
611,Male,0,Yes,Yes,9
612,Female,0,Yes,Yes,9
613,Male,0,No,Yes,66
614,Female,1,No,No,44
615,Male,0,No,No,50
616,Female,0,No,No,15
617,Male,0,No,No,8
618,Female,1,No,No,66
619,Female,0,No,No,57
620,Female,0,No,No,7
621,Male,1,Yes,Yes,10
622,Female,0,No,No,62
623,Male,0,Yes,Yes,40
624,Female,0,No,No,20
625,Female,0,No,No,7
626,Female,0,Yes,No,25
627,Male,0,Yes,No,23
628,Female,1,Yes,No,66
629,Female,1,No,No,72
630,Male,1,Yes,No,49
631,Male,1,Yes,Yes,43
632,Female,0,Yes,No,46
633,Male,0,Yes,Yes,72
634,Male,0,No,No,10
635,Female,0,No,No,40
636,Female,0,Yes,Yes,65
637,Male,0,No,No,31
638,Female,0,Yes,No,68
639,Male,1,Yes,Yes,56
640,Male,0,Yes,No,10
641,Male,0,Yes,Yes,68
642,Female,0,Yes,Yes,43
643,Male,0,No,No,1
644,Female,1,No,No,49
645,Female,0,Yes,Yes,15
646,Male,1,Yes,No,20
647,Male,0,No,No,1
648,Male,0,Yes,Yes,50
649,Female,1,No,No,2
650,Male,1,No,No,24
651,Female,0,No,No,3
652,Female,0,No,No,1
653,Male,0,Yes,Yes,35
654,Female,0,No,No,17
655,Female,1,No,No,8
656,Male,0,No,No,10
657,Male,0,Yes,Yes,68
658,Male,0,Yes,No,45
659,Male,0,Yes,Yes,2
660,Male,0,Yes,No,37
661,Female,0,No,No,4
662,Female,0,No,No,10
663,Male,0,No,No,1
664,Male,0,Yes,Yes,65
665,Female,0,Yes,Yes,57
666,Female,0,No,No,3
667,Female,0,No,No,2
668,Male,0,No,No,49
669,Female,0,No,No,4
670,Female,0,Yes,No,70
671,Female,0,Yes,Yes,53
672,Male,0,Yes,Yes,53
673,Female,0,No,No,1
674,Male,0,No,No,22
675,Male,1,No,No,52
676,Male,1,No,No,65
677,Female,0,No,No,48
678,Female,0,No,No,2
679,Male,0,No,No,3
680,Male,0,Yes,No,45
681,Male,0,Yes,Yes,1
682,Female,0,Yes,Yes,61
683,Male,0,No,No,3
684,Female,1,No,No,40
685,Female,0,No,No,1
686,Female,0,No,No,1
687,Male,0,No,No,51
688,Male,1,No,No,2
689,Male,0,No,No,52
690,Male,0,No,No,51
691,Male,0,No,No,1
692,Male,0,Yes,Yes,31
693,Male,0,No,Yes,47
694,Female,0,No,No,3
695,Female,1,No,No,22
696,Female,0,Yes,No,1
697,Male,0,Yes,No,72
698,Male,0,Yes,Yes,3
699,Male,1,Yes,Yes,47
700,Male,0,Yes,Yes,72
701,Male,0,Yes,Yes,66
702,Male,0,No,No,35
703,Male,0,No,No,29
704,Female,0,No,No,2
705,Male,0,No,No,4
706,Female,0,No,No,25
707,Female,0,No,No,65
708,Male,1,No,No,27
709,Male,0,Yes,No,29
710,Male,0,Yes,Yes,29
711,Male,0,No,No,1
712,Female,0,Yes,No,20
713,Female,0,No,No,58
714,Female,0,No,Yes,14
715,Male,0,Yes,No,72
716,Male,0,No,No,46
717,Female,0,Yes,No,71
718,Male,0,No,No,32
719,Female,0,No,No,26
720,Male,1,Yes,No,68
721,Male,0,Yes,Yes,2
722,Male,0,Yes,Yes,61
723,Female,0,Yes,Yes,4
724,Male,0,No,No,3
725,Male,1,Yes,No,33
726,Male,1,Yes,No,9
727,Female,0,No,No,22
728,Female,0,Yes,Yes,5
729,Female,1,No,No,30
730,Male,0,No,No,65
731,Female,0,No,No,45
732,Male,0,No,No,5
733,Male,0,Yes,Yes,25
734,Female,0,Yes,Yes,72
735,Female,0,Yes,No,27
736,Male,0,Yes,Yes,32
737,Female,0,No,No,30
738,Male,0,Yes,No,70
739,Male,1,No,No,42
740,Female,1,Yes,No,72
741,Female,0,No,No,47
742,Female,0,No,No,2
743,Male,0,No,No,10
744,Female,0,Yes,Yes,61
745,Female,0,No,No,5
746,Female,1,Yes,No,72
747,Male,1,Yes,Yes,72
748,Female,1,No,No,3
749,Male,0,Yes,No,48
750,Female,0,No,No,63
751,Female,0,No,No,27
752,Male,0,Yes,Yes,70
753,Male,0,Yes,Yes,7
754,Male,0,No,Yes,0
755,Female,0,Yes,No,2
756,Male,1,No,No,20
757,Male,0,No,No,66
758,Female,0,No,No,3
759,Female,0,No,Yes,15
760,Female,0,Yes,Yes,72
761,Male,0,No,No,1
762,Female,0,No,No,22
763,Male,0,Yes,No,3
764,Female,0,Yes,Yes,72
765,Male,0,Yes,Yes,65
766,Female,0,No,No,11
767,Male,0,No,No,22
768,Male,0,No,No,14
769,Male,0,No,No,41
770,Male,0,Yes,No,17
771,Male,0,No,No,11
772,Male,0,No,No,15
773,Female,0,No,No,1
774,Female,0,Yes,No,5
775,Male,0,Yes,No,33
776,Female,0,Yes,No,72
777,Female,0,Yes,Yes,3
778,Male,0,No,No,2
779,Female,0,Yes,No,59
780,Male,0,No,No,2
781,Male,0,Yes,Yes,71
782,Female,0,Yes,Yes,5
783,Male,0,Yes,Yes,27
784,Female,0,No,No,1
785,Male,0,No,Yes,63
786,Female,1,No,No,46
787,Male,0,Yes,Yes,72
788,Female,0,Yes,No,34
789,Female,0,Yes,Yes,24
790,Male,0,No,No,72
791,Female,0,Yes,Yes,60
792,Male,0,No,No,68
793,Female,0,Yes,Yes,8
794,Female,0,No,Yes,34
795,Female,0,No,No,6
796,Male,0,Yes,No,2
797,Male,0,No,No,31
798,Female,0,Yes,Yes,20
799,Female,0,Yes,Yes,1
800,Male,0,No,No,62
801,Female,1,Yes,No,70
802,Female,0,No,No,10
803,Male,0,Yes,Yes,39
804,Female,0,Yes,No,46
805,Male,0,No,No,6
806,Female,0,Yes,Yes,72
807,Male,0,No,No,18
808,Male,0,Yes,No,71
809,Male,0,Yes,No,40
810,Male,0,No,No,1
811,Male,0,No,No,58
812,Male,0,No,No,70
813,Female,0,Yes,No,42
814,Male,0,Yes,Yes,34
815,Male,1,No,No,5
816,Female,0,No,No,25
817,Female,0,No,No,2
818,Female,0,Yes,Yes,55
819,Male,0,Yes,No,21
820,Male,0,Yes,No,70
821,Female,0,Yes,No,61
822,Male,0,Yes,Yes,43
823,Male,0,No,No,47
824,Male,0,No,No,5
825,Female,0,No,No,62
826,Female,0,Yes,Yes,16
827,Male,1,Yes,No,7
828,Female,0,Yes,Yes,14
829,Male,0,Yes,Yes,60
830,Male,0,Yes,Yes,34
831,Female,0,Yes,No,50
832,Male,0,Yes,Yes,38
833,Female,0,Yes,Yes,70
834,Female,0,Yes,Yes,37
835,Female,1,No,No,4
836,Male,1,Yes,Yes,60
837,Male,0,Yes,Yes,62
838,Male,0,No,No,1
839,Male,0,No,No,36
840,Male,0,No,No,44
841,Female,1,No,No,55
842,Female,0,Yes,No,72
843,Female,0,Yes,Yes,12
844,Female,0,No,No,13
845,Male,0,No,No,1
846,Female,0,Yes,Yes,15
847,Female,0,No,No,65
848,Female,0,Yes,Yes,12
849,Male,0,Yes,No,72
850,Female,0,Yes,Yes,72
851,Female,0,Yes,Yes,72
852,Male,0,No,Yes,52
853,Male,0,No,No,2
854,Female,0,No,No,5
855,Female,0,No,No,68
856,Female,0,No,Yes,62
857,Male,0,No,No,72
858,Male,0,No,No,1
859,Female,0,Yes,No,66
860,Male,0,Yes,Yes,72
861,Male,0,No,No,26
862,Male,0,Yes,Yes,64
863,Male,1,Yes,No,20
864,Female,0,No,No,3
865,Male,0,No,No,22
866,Male,0,Yes,No,4
867,Male,0,Yes,No,62
868,Female,0,No,No,5
869,Male,0,Yes,No,59
870,Male,0,No,Yes,3
871,Female,0,Yes,No,72
872,Male,0,Yes,Yes,57
873,Male,0,No,Yes,66
874,Female,0,No,No,60
875,Male,0,No,Yes,45
876,Female,0,No,No,3
877,Female,0,No,No,15
878,Female,0,No,Yes,51
879,Female,0,No,No,60
880,Male,0,No,No,33
881,Male,0,No,No,10
882,Male,1,No,No,26
883,Female,0,No,No,6
884,Female,0,Yes,No,67
885,Female,0,Yes,Yes,49
886,Male,0,No,No,1
887,Female,1,No,No,7
888,Female,1,No,No,27
889,Male,0,Yes,Yes,37
890,Female,0,Yes,Yes,63
891,Male,0,Yes,Yes,31
892,Male,0,Yes,Yes,50
893,Male,1,No,No,32
894,Female,0,No,No,1
895,Female,0,Yes,No,63
896,Male,0,No,No,30
897,Male,0,Yes,No,71
898,Female,0,No,No,53
899,Female,0,No,No,12
900,Male,0,Yes,No,50
901,Female,0,No,No,2
902,Female,0,No,No,9
903,Male,0,No,No,17
904,Female,0,Yes,No,56
905,Male,0,Yes,Yes,67
906,Male,1,No,No,9
907,Male,0,No,No,4
908,Male,0,No,No,19
909,Female,0,No,Yes,8
910,Female,0,No,No,71
911,Male,1,No,No,10
912,Female,1,No,No,15
913,Male,0,Yes,Yes,72
914,Male,0,No,No,12
915,Male,0,Yes,Yes,72
916,Male,1,Yes,No,1
917,Female,1,No,No,23
918,Male,0,No,No,72
919,Female,0,No,No,26
920,Female,0,No,No,21
921,Male,0,Yes,No,60
922,Male,0,No,No,12
923,Male,0,Yes,No,16
924,Female,0,Yes,No,63
925,Female,1,No,No,22
926,Female,0,Yes,Yes,32
927,Female,1,No,No,3
928,Female,0,No,No,13
929,Female,0,Yes,Yes,68
930,Female,0,Yes,Yes,30
931,Female,0,No,No,16
932,Male,0,No,No,33
933,Male,0,Yes,No,72
934,Female,1,No,No,4
935,Female,0,No,No,12
936,Female,1,Yes,No,4
937,Female,0,Yes,Yes,0
938,Female,0,No,No,6
939,Female,0,Yes,No,65
940,Female,0,No,No,15
941,Female,0,No,Yes,24
942,Female,0,No,Yes,13
943,Male,0,No,No,24
944,Female,0,Yes,No,72
945,Female,0,Yes,Yes,54
946,Female,0,No,No,3
947,Male,0,Yes,Yes,4
948,Female,1,Yes,Yes,32
949,Male,1,No,No,35
950,Male,0,Yes,Yes,35
951,Male,1,No,No,2
952,Female,0,No,No,8
953,Male,0,No,No,22
954,Female,0,No,No,15
955,Male,0,No,No,22
